offset_hex,largo_bytes,texto_original,revisado,traduccion
0xdaa9c,18,鏡よ、鏡を使うの。,,
0xdaab0,18,…うん…わかった。,,
0xdaac4,18,え……なにそれ…。,,
0xdaad8,18,これ、旧校舎だ…。,,
0xdaaec,18,開かないんでしょ？,,
0xdab00,18,そうだよ、行こっ！,,
0xdab14,18,あんたらしいって。,,
0xdab28,18,…そんな気がする。,,
0xdab3c,18,（…カミカクシ…）,,
0xdab50,18,…先生…なんで…。,,
0xdab64,18,何回もかけてる訳？,,
0xdab78,18,教えてくれるって。,,
0xdab8c,18,…あ……うん……。,,
0xdaba0,18,実行したから……？,,
0xdabb4,18,また…聞こえた…。,,
0xdabc8,18,カギがかかってる。,,
0xdabdc,18,カナに電話してみる,,
0xdabf0,18,えーっ、それだけ？,,
0xdac04,18,なんで、それが…。,,
0xdac18,18,…あたし…もう…。,,
0xdac2c,18,それじゃないって。,,
0xdac40,18,なんだ、違うんだ。,,
0xdac54,18,わたしのクラスで…,,
0xdac68,18,そのアドレス教えて,,
0xdac7c,18,たぶん…この辺り。,,
0xdac90,18,掃除用具入れだね。,,
0xdaca4,18,ムラサキカガミ…？,,
0xdacb8,18,…何の歌だっけ…。,,
0xdaccc,18,もう大丈夫です…。,,
0xdace0,18,またそういうこと。,,
0xdacf4,18,うーん、あとは…。,,
0xdad08,18,わ…わらべうた…！,,
0xdad1c,18,コックリさんが…。,,
0xdad30,18,じゃあ、開けるよ。,,
0xdad44,18,やるじゃんミズキ！,,
0xdad58,18,ケータイは…どこ？,,
0xdad6c,18,うん…どこから…？,,
0xdad80,18,やばくない、それ。,,
0xdad94,18,……わかりました。,,
0xdada8,18,…あ、思い出した。,,
0xdadbc,18,神隠しにあった…？,,
0xdadd0,18,やめてよ、もう…。,,
0xdade4,18,これはキツネだね。,,
0xdadf8,18,まだ使えるのかな？,,
0xdae0c,18,向こうの方から…？,,
0xdae20,18,そこに連れてって。,,
0xdae34,18,ムラサキババア…？,,
0xdae48,20,動物って…いったい。,,
0xdae60,20,ごめん、やめておくよ,,
0xdae78,20,視力検査用の紙だね。,,
0xdae90,20,さっきの着メロの…？,,
0xdaea8,20,この階の奥の方……。,,
0xdaec0,20,やっぱり、やめておく,,
0xdaed8,20,廊下の奥の方から…？,,
0xdaef0,20,向き合う意味もある。,,
0xdaf08,20,ふ〜ん。そうなんだ。,,
0xdaf20,20,ね、今の動物の毛…。,,
0xdaf38,20,探せるかもしれない。,,
0xdaf50,20,ええっ、なにそれ…。,,
0xdaf68,20,どうしたらいいの…。,,
0xdaf80,20,（しまったようです）,,
0xdaf98,20,…わかんないよ……。,,
0xdafb0,20,やっぱり下？いこっ！,,
0xdafc8,20,楽譜とかが残ってる。,,
0xdafe0,20,…イタチのはくせい？,,
0xdaff8,20,あぁ……いてて……。,,
0xdb010,20,聞こえなくなった…。,,
0xdb028,20,これ以上は無理か…。,,
0xdb040,20,発見されたんだって。,,
0xdb058,20,また…逃げられた…？,,
0xdb070,20,えっ？メール………？,,
0xdb088,20,倉庫には行ってみた？,,
0xdb0a0,20,……あの、先生……。,,
0xdb0b8,20,うーん、無いなぁ…。,,
0xdb0d0,20,（鍵がかかってる…）,,
0xdb0e8,20,私は、怒ったけどね。,,
0xdb100,20,今度こそ逃がさない。,,
0xdb118,20,あとは…保健室とか？,,
0xdb130,20,うん。行ってみよう。,,
0xdb148,20,あ、ミズキ、おはよ。,,
0xdb160,20,飾ってあったんだよ。,,
0xdb178,20,壁をたたいてみよっ。,,
0xdb190,20,…また……聞こえた。,,
0xdb1a8,20,落ち着け…わたし…。,,
0xdb1c0,20,彼女がイズミレイカ。,,
0xdb1d8,20,それじゃないでしょ。,,
0xdb1f0,20,行方が分からないの。,,
0xdb208,20,聞こえなくなった…。,,
0xdb220,20,聞こえなくなった…。,,
0xdb238,20,えっ、どういうこと？,,
0xdb250,20,あとは…うーん……。,,
0xdb268,20,いや、ゼッタイいや。,,
0xdb280,20,カギが…かかってる。,,
0xdb298,20,カナはどこにいるの？,,
0xdb2b0,20,うーん、Ａにする！！,,
0xdb2c8,20,有名な都市伝説だよ。,,
0xdb2e0,20,言ってたんだからさ。,,
0xdb2f8,20,メグミに電話してみる,,
0xdb310,20,あ、うん。そうだね。,,
0xdb328,20,この鳴き声…カナ…？,,
0xdb340,20,…やっぱり…キツネ…,,
0xdb358,20,…うーん、わかった。,,
0xdb370,20,神隠しって…気になる,,
0xdb388,20,（強い磁場の乱れ…）,,
0xdb3a0,20,…まさか……ナナシ？,,
0xdb3b8,20,カギが…かかってる。,,
0xdb3d0,20,やっぱり、やめようよ,,
0xdb3e8,20,あ、ちょっと待って。,,
0xdb400,20,今の…リコ？ミズキ？,,
0xdb418,20,（失われていました）,,
0xdb430,20,チェーンメールって…,,
0xdb448,20,もう、分かったよ…。,,
0xdb460,20,どこから…聞こえる？,,
0xdb478,20,あ、そうだっけ……。,,
0xdb490,20,（早く歌わないと…）,,
0xdb4a8,20,（早く歌わないと…）,,
0xdb4c0,20,なんか…不安なの…。,,
0xdb4d8,20,そんなことないって。,,
0xdb4f0,20,ねえ……聞こえない？,,
0xdb508,20,助けに来てくれたの！,,
0xdb520,20,…ちょっと待って…。,,
0xdb538,20,なんか…かび臭い…。,,
0xdb550,20,引き寄せてしまう…。,,
0xdb568,20,あっ、中にカギが…。,,
0xdb580,20,外は目の前なのに…。,,
0xdb598,20,ね、さっきのカギ…。,,
0xdb5b0,20,…しょうがないな…。,,
0xdb5c8,20,誰かが言ってたっけ。,,
0xdb5e0,20,発見されたんだって。,,
0xdb5f8,20,…まさか……ナナシ？,,
0xdb610,20,薬とかが入ってる…。,,
0xdb628,20,それはカンベンして。,,
0xdb640,20,聞こえなくなった…。,,
0xdb658,20,地下の資料室だけど。,,
0xdb670,22,…廊下に何がいるの…？,,
0xdb688,22,あたしはじっとしてる。,,
0xdb6a0,22,そんなこと言われても。,,
0xdb6b8,22,ナナシも言ってたよね。,,
0xdb6d0,22,じゃあ、どうしたら…。,,
0xdb6e8,22,はあ！？どういうこと？,,
0xdb700,22,アリサは入院中でしょ。,,
0xdb718,22,奥……向こう廊下の方？,,
0xdb730,22,毛…だ……動物の毛…？,,
0xdb748,22,……やばいよ…これ…。,,
0xdb760,22,あれは…カナ…の声…。,,
0xdb778,22,…とり憑かれたんだ…。,,
0xdb790,22,（出来るのでしょうか）,,
0xdb7a8,22,なんで、そんなこと…。,,
0xdb7c0,22,旧校舎って、やばいの？,,
0xdb7d8,22,ね、それ割れないかな。,,
0xdb7f0,22,選ばれた人らしいって。,,
0xdb808,22,たぶん…そうだと思う。,,
0xdb820,22,カナはいそうにないね。,,
0xdb838,22,（図書室に行かなきゃ）,,
0xdb850,22,どう？学校には慣れた？,,
0xdb868,22,キツネのはくせい……。,,
0xdb880,22,早くここから出ないと…,,
0xdb898,22,玄関から出れるかも…。,,
0xdb8b0,22,きたっ！ナナシからだ。,,
0xdb8c8,22,そんなのがあるんだ…。,,
0xdb8e0,22,うん、わかりました…。,,
0xdb8f8,22,やっぱり旧校舎の中…？,,
0xdb910,22,記念だよ、キネン。ね？,,
0xdb928,22,…でも疑問に思わない？,,
0xdb940,22,あんた、転校生でしょ？,,
0xdb958,22,リコも手伝いなさいよ。,,
0xdb970,22,この屋上に呼んだのか。,,
0xdb988,22,あ、信じてないでしょ。,,
0xdb9a0,22,連絡が取れないって…。,,
0xdb9b8,22,他に手はないんでしょ？,,
0xdb9d0,22,でも、どうする、これ。,,
0xdb9e8,22,（キツネのはくせい…）,,
0xdba00,22,何かが起きたみたいね。,,
0xdba18,22,他に行ってない場所は？,,
0xdba30,22,ウワサもあったような。,,
0xdba48,22,発揮することもあるの。,,
0xdba60,22,あの人が…泉レイカ…？,,
0xdba78,22,タヌキのはくせいだね。,,
0xdba90,22,（あれは夢だったの？）,,
0xdbaa8,22,なんで文字化けしたの？,,
0xdbac0,22,倉庫は１階の奥だよね。,,
0xdbad8,22,…えっ、…開かない…。,,
0xdbaf0,22,ジョーダン…やめてよ。,,
0xdbb08,22,なんで、そんなこと…。,,
0xdbb20,22,チェーンメールの墓場？,,
0xdbb38,22,地下の防空壕…か……。,,
0xdbb50,22,なんか…こもってるね。,,
0xdbb68,22,写メ撮らせてよ、写メ。,,
0xdbb80,22,とりあえず、上に行こ。,,
0xdbb98,22,音楽室の中に消えた…。,,
0xdbbb0,22,“今度こそ逃がさない”,,
0xdbbc8,22,（あの音……そうか！）,,
0xdbbe0,22,…ホントに中に入るの？,,
0xdbbf8,22,やっぱ…やめとくよ…。,,
0xdbc10,22,なんで、そんなことを。,,
0xdbc28,22,どの部屋を開けてみる？,,
0xdbc40,22,時間の軸がぶれてる…。,,
0xdbc58,22,…ちょっと…言いすぎ…,,
0xdbc70,22,ううっ……ううっ……。,,
0xdbc88,22,…しょうがないでしょ…,,
0xdbca0,22,奥には防空壕もあるの。,,
0xdbcb8,23,"？
蓄音機がどうしたの？",,
0xdbcd0,24,…鳴き声が…止まった…。,,
0xdbcec,24,これで何とかなりそうね。,,
0xdbd08,24,じゃ…あの声は誰なの…？,,
0xdbd24,24,そう。つまりその場所は？,,
0xdbd40,24,…いったい何があったの？,,
0xdbd5c,24,ね、どうしたらいいの…。,,
0xdbd78,24,これで何とかなりそうね。,,
0xdbd94,24,マジでヤバすぎだよ……。,,
0xdbdb0,24,リコ…もう少し考えて…。,,
0xdbdcc,24,…ミズキは怖くないの…？,,
0xdbde8,24,気が向いたら使ってみて。,,
0xdbe04,24,いまどき神隠しなんて…。,,
0xdbe20,24,神隠しのウワサも旧校舎…,,
0xdbe3c,24,偶然かもしれないけど…。,,
0xdbe58,24,ベッドの下にいたりして。,,
0xdbe74,24,聞こえることがあるって。,,
0xdbe90,24,（花壇を調べてみよう…）,,
0xdbeac,24,ほら…ユウタってウワサ。,,
0xdbec8,24,なんか関係があるかもね。,,
0xdbee4,24,霊力が高まるって噂が…。,,
0xdbf00,24,何に使われてたんだろう？,,
0xdbf1c,24,架空のアドレスに送るの。,,
0xdbf38,24,広げるような気がして…。,,
0xdbf54,24,すぐ削除すればいいのよ。,,
0xdbf70,24,聞こえることがあるって。,,
0xdbf8c,24,…ってことは３階…か…。,,
0xdbfa8,24,（とクギを刺されました）,,
0xdbfc4,24,聞こえることがあるって。,,
0xdbfe0,24,怒っちゃった？ごめんね。,,
0xdbffc,24,…用がないなら帰るけど。,,
0xdc018,24,かわいくてびっくりした？,,
0xdc034,24,レイカに相談してみない？,,
0xdc050,24,しっかり探して、ミズキ。,,
0xdc06c,24,じゃあ、このキツネも…。,,
0xdc088,24,とりあえず、昇降口かな？,,
0xdc0a4,24,新聞…？字が読めない…。,,
0xdc0c0,24,…やっぱりダメ！怖いよ。,,
0xdc0dc,24,おばあちゃんが言ってた。,,
0xdc0f8,24,１階から声が聞こえたよ。,,
0xdc114,24,えっ、でもここは地下…。,,
0xdc130,24,とにかく、外に逃げよう。,,
0xdc14c,24,２組のハヤカワ…ミズキ。,,
0xdc168,24,ほら、この壁の感じとか。,,
0xdc184,24,なに、自己紹介してんの。,,
0xdc1a0,24,気のせいでしょ…急ごっ。,,
0xdc1bc,24,その直後に電話が切れた。,,
0xdc1d8,24,それは鏡じゃないでしょ。,,
0xdc1f4,24,ウワサは聞いたことが…。,,
0xdc210,24,昔、音楽室だったのかな？,,
0xdc22c,24,…わたしからも、お願い！,,
0xdc248,24,霊力が高まるって噂が…。,,
0xdc264,24,それは鏡じゃないでしょ。,,
0xdc280,24,チェーンメールの墓場…？,,
0xdc29c,24,ここはどこ？この音は…？,,
0xdc2b8,24,ナナシはそれを知ってて、,,
0xdc2d4,24,…動物の…鳴き声じゃない,,
0xdc2f0,24,押さえてるような感じ…。,,
0xdc30c,24,…すごく重い空気だった。,,
0xdc328,24,そんなことって、あるの？,,
0xdc344,24,“霊と対話できる…とか”,,
0xdc360,24,霊力が高まるって噂が…。,,
0xdc37c,24,他の方法を探しましょう。,,
0xdc398,24,他の方法っていっても…。,,
0xdc3b4,24,じゃあ、カナたちはどこに,,
0xdc3d0,24,わたしもやってみようかな,,
0xdc3ec,24,（鏡はどこにあるの……）,,
0xdc408,24,………もう、わかったよ。,,
0xdc424,24,じゃあ、やっぱりこの階？,,
0xdc440,24,こっちは割れている……。,,
0xdc45c,24,じゃあ、一緒に開けるよ。,,
0xdc478,24,安らかにお眠りください。,,
0xdc494,24,つまり鬼門に位置するの。,,
0xdc4b0,24,したことが原因なんだし。,,
0xdc4cc,24,あー、たしかにそうだね。,,
0xdc4e8,24,霊力が高まるって噂が…。,,
0xdc504,24,また、レトロなガス管…。,,
0xdc520,24,げっ、まだガスが出る…。,,
0xdc53c,24,レイカが教えたとおりだ。,,
0xdc558,24,はくせいが…鳴いてる…？,,
0xdc574,24,…どこから…聞こえるの？,,
0xdc590,25,"クラスメイトなの。
以上。",,
0xdc5ac,26,爆弾があるから気をつけて。,,
0xdc5c8,26,うーん、もうないと思うよ。,,
0xdc5e4,26,キツネ…コックリさん……。,,
0xdc600,26,昔からこんな感じなんだ…。,,
0xdc61c,26,霊が鏡を恐れている証拠よ。,,
0xdc638,26,ナナシの正体を知ってるの？,,
0xdc654,26,ダンボールが積まれてる…。,,
0xdc670,26,カナやメグミはどうするの？,,
0xdc68c,26,でも、どこから…逃げたら。,,
0xdc6a8,26,他のところも調べてみよう。,,
0xdc6c4,26,あ、消火器をぶつければ…。,,
0xdc6e0,26,…わたしのクラスで、２人、,,
0xdc6fc,26,あたしたち…帰ってきたの？,,
0xdc718,26,ウワサは昔からあったから。,,
0xdc734,26,じゃあ…ウワサはホント…？,,
0xdc750,26,ね、やっぱり、やめようよ。,,
0xdc76c,26,え、あの２人、知ってるの？,,
0xdc788,26,ああ、思い出しちゃった…。,,
0xdc7a4,26,先生はその時、転送したの？,,
0xdc7c0,26,しょっちゅう出たんだよね。,,
0xdc7dc,26,どこから聞こえるんだろう？,,
0xdc7f8,26,霊が鏡を恐れている証拠よ。,,
0xdc814,26,…わかったよ。１回だけね。,,
0xdc830,26,その時も何にもなかったし。,,
0xdc84c,26,秘密を教えてあげるからさ。,,
0xdc868,26,なんで、わたしが見なきゃ。,,
0xdc884,26,…わかった…やってみる…。,,
0xdc8a0,26,これ…メグミのケータイだ。,,
0xdc8bc,26,ね、ちょっと調べてみない？,,
0xdc8d8,26,戦争中の生徒会日誌だって。,,
0xdc8f4,26,いざという時は安全かも…。,,
0xdc910,26,気を取り直して、はじめよ。,,
0xdc92c,26,いまさら、なに言ってるの！,,
0xdc948,26,わたしだって信じられない。,,
0xdc964,26,最近生徒にすすめているのが,,
0xdc980,26,倉庫のほうから聞こえるよ。,,
0xdc99c,26,どうぞ…お帰りください…。,,
0xdc9b8,26,やだよ、早く外に出ようよ。,,
0xdc9d4,26,それで、まずはどこに行く？,,
0xdc9f0,26,（いけなかったのでしょう）,,
0xdca0c,26,うん、解除したんだけど…。,,
0xdca28,26,（いけなかったのでしょう）,,
0xdca44,26,うん、解除したんだけど…。,,
0xdca60,26,（カギがかかっていない…）,,
0xdca7c,26,（長い間疲れてないのね…）,,
0xdca98,26,ここは、わたしにまかせて。,,
0xdcab4,26,ムラサキカガミ…ってこと？,,
0xdcad0,26,じゃあ、別のところ調べよ。,,
0xdcaec,26,（さっきの…２人の会話…）,,
0xdcb08,26,なんで、鏡が割られてるの？,,
0xdcb24,26,（看護師…？戦時中の…？）,,
0xdcb40,26,“気のせいでしょ…急ごっ”,,
0xdcb5c,26,また紫にぬりつぶされてる。,,
0xdcb78,26,なら…どうしたら、いいの？,,
0xdcb94,26,ね、これってワナじゃない？,,
0xdcbb0,26,（よかったと思いたいです）,,
0xdcbcc,26,でも…わたし、やっぱり…。,,
0xdcbe8,26,おまじないとか、占いとか。,,
0xdcc04,26,ロッカーだね。調べてみる？,,
0xdcc20,26,カナのケータイ探さないの？,,
0xdcc3c,26,ケータイ、見つからないね。,,
0xdcc58,26,だから…外に出られないの？,,
0xdcc74,26,今は邪悪な気配を感じない。,,
0xdcc90,26,なにこれ…薬品くさっ……。,,
0xdccac,27,"そうだね。
どうする、リコ？",,
0xdccc8,28,まるで…本当にいるような…。,,
0xdcce8,28,大丈夫？レイカ？顔色悪いよ。,,
0xdcd08,28,ここにいるのはつらいかも…。,,
0xdcd28,28,旧校舎に対する鬼門ってこと？,,
0xdcd48,28,アリサの声とは違うと思うよ。,,
0xdcd68,28,ちょっとミズキ、どこ行く気？,,
0xdcd88,28,決して間違っていないと思う。,,
0xdcda8,28,ははっ…笑うしかないよ……。,,
0xdcdc8,28,無かったときは、それまでよ。,,
0xdcde8,28,クラスメイトのあなたでしょ。,,
0xdce08,28,たぶん…ナゾを解かないと…。,,
0xdce28,28,わたしたち…帰って来れたの？,,
0xdce48,28,今…動物の鳴き声と足音が…。,,
0xdce68,28,…こんなところにキツネの霊？,,
0xdce88,28,（図書室は逆方向だっけ……）,,
0xdcea8,28,みんな、ひどいやけどに傷…。,,
0xdcec8,28,それって…チェーンメール…。,,
0xdcee8,28,クラスメイトのあなたでしょ。,,
0xdcf08,28,でも、いまどき神隠しって…。,,
0xdcf28,28,今…動物の鳴き声と足音が…。,,
0xdcf48,28,…こんなところにキツネの霊？,,
0xdcf68,28,じゃ、先に図書室行ってるね。,,
0xdcf88,28,思わず声をかけたんだけど…。,,
0xdcfa8,28,合唱コンクール…のポスター？,,
0xdcfc8,28,そんなサイトがあるんですか？,,
0xdcfe8,28,あと…見落としてる場所は…。,,
0xdd008,28,１階はもう…ないんじゃない？,,
0xdd028,28,人間をだますのは珍しくない。,,
0xdd048,28,誰だったか、思い出せないや。,,
0xdd068,28,決して間違っていないと思う。,,
0xdd088,28,また…動物の毛が…落ちてた。,,
0xdd0a8,28,無かったときは、それまでよ。,,
0xdd0c8,28,ほら、都市伝説とか怖い話の。,,
0xdd0e8,28,まだ爆発するかもしれないよ。,,
0xdd108,28,クラスメイトのあなたでしょ。,,
0xdd128,28,早くケーサツに届けないと…。,,
0xdd148,28,ミズキ、さっき見つけたアレ。,,
0xdd168,28,今…後ろで足音がしたけど…。,,
0xdd188,28,やっぱり…本当だったんだ…。,,
0xdd1a8,28,今…動物の鳴き声と足音が…。,,
0xdd1c8,28,…こんなところにキツネの霊？,,
0xdd1e8,28,（転送…でも今ケータイは…）,,
0xdd208,28,なんだろう…落ち着かない…。,,
0xdd228,28,せめてレイカが来てからでも。,,
0xdd248,28,レイカもオススメしないって。,,
0xdd268,28,おまえら…ここで何やってる？,,
0xdd288,28,気配を感じることがあるの…。,,
0xdd2a8,28,クラスメイトのあなたでしょ。,,
0xdd2c8,28,ね、レイカに相談してみない？,,
0xdd2e8,28,とにかく早くここから出よう。,,
0xdd308,28,今…動物の鳴き声と足音が…。,,
0xdd328,28,…こんなところにキツネの霊？,,
0xdd348,28,最近、また流行ってるそうね。,,
0xdd368,28,“こんなメール、初めて見た”,,
0xdd388,28,…たしかに、したんだけど…。,,
0xdd3a8,28,カギがないと、入れないよ…。,,
0xdd3c8,28,地下にはもう何もなさそうね。,,
0xdd3e8,28,…カナのケータイの着メロだ。,,
0xdd408,28,もう１回…合わせ鏡してみる。,,
0xdd428,28,…ミズキ？また…聞こえた…。,,
0xdd448,28,信じることが大事だと思うの。,,
0xdd468,28,…うん、入るしかないでしょ。,,
0xdd488,28,…わかった、わたしも信じる。,,
0xdd4a8,28,（間違いを教えてくれました）,,
0xdd4c8,28,これ持つと、意外と重いよ…。,,
0xdd4e8,28,たぶん、これ桐塚の近所だよ。,,
0xdd508,28,さすがにムリだと思うけど…。,,
0xdd528,29,"ナニもいない……。
なんで…。",,
0xdd548,29,"そう。
行ってみようよ、地下。",,
0xdd568,29,"そうそう。
花子さんの親戚で、",,
0xdd588,29,"そう。
行ってみようよ、地下。",,
0xdd5a8,29,"違うでしょ！
ムラサキカガミ！",,
0xdd5c8,29,"わかりました。
送ってみます。",,
0xdd5e8,29,"そう。
行ってみようよ、地下。",,
0xdd608,30,（はくせい…。これはタヌキね）,,
0xdd628,30,危険なことには変わらないけど。,,
0xdd648,30,ひょっとして、とり憑かれた…？,,
0xdd668,30,きっとまだ…近くにいるはず…。,,
0xdd688,30,うん。何かの本に書いてあった。,,
0xdd6a8,30,これじゃ２階には上がれないね。,,
0xdd6c8,30,仕方ないよ。別の階段を探そう。,,
0xdd6e8,30,古い机…。天板が傷だらけだね。,,
0xdd708,30,…うん、アリサの事も…。あっ。,,
0xdd728,30,でも、わたしもなんともないし。,,
0xdd748,30,…なんて、いるわけないでしょ。,,
0xdd768,30,サクライユウタと親友ってこと。,,
0xdd788,30,（カナは無事に戻ってきました）,,
0xdd7a8,30,でも、どうやって、見つけるの？,,
0xdd7c8,30,そ、手がかりを教えてもらうの。,,
0xdd7e8,30,（まだ薬品が残ってるのね……）,,
0xdd808,30,今…毛が風でかすかになびいた。,,
0xdd828,30,まさか…不発弾があるなんて…。,,
0xdd848,30,（合唱コンクールのポスター？）,,
0xdd868,30,直接メールをもらったんでしょ？,,
0xdd888,30,もう十分アドバイスしたでしょ。,,
0xdd8a8,30,（やっぱり…コックリさんの…）,,
0xdd8c8,30,（ミズキたちはどこにいるの？）,,
0xdd8e8,30,（まずは１階を調べないと……）,,
0xdd908,30,（まずは１階を調べないと……）,,
0xdd928,30,鏡が…紫に塗りつぶされてる…。,,
0xdd948,30,合わせ鏡でカナを探しましょう。,,
0xdd968,30,クスリのにおいって、ここから？,,
0xdd988,30,ナゾを解く必要があると思うの。,,
0xdd9a8,30,この中にいることは間違いない。,,
0xdd9c8,30,“今…後ろで足音がしたけど…”,,
0xdd9e8,30,聞かせてもらったことあるから。,,
0xdda08,30,合わせ鏡でカナを探しましょう。,,
0xdda28,30,音楽室をよく探してみましょう。,,
0xdda48,30,ダメだよ、そんな風に考えちゃ。,,
0xdda68,30,え〜。そんなとこにあるかなあ？,,
0xdda88,30,誰かが…後ろから…わたしを…。,,
0xddaa8,30,ま、ウワサだし、気にしないで。,,
0xddac8,30,…ケータイ、落ちてないかなあ。,,
0xddae8,30,待ってミズキ。もう少し調べよ！,,
0xddb08,30,ここ、何かある気がするんだ…。,,
0xddb28,30,この写真、…どこで見つけたの？,,
0xddb48,30,違う…はくせいからじゃない…。,,
0xddb68,31,"…ね、知ってる？
ナナシの正体。",,
0xddb88,31,"大丈夫。
あたしがついてるって。",,
0xddba8,31,"…わかった。
わたしも、入る…。",,
0xddbc8,32,焦るのは分かるけど、落ち着いて。,,
0xddbec,32,わかんないよ…でも何かいる……。,,
0xddc10,32,ナナシの真意はわからないけど…。,,
0xddc34,32,でも、これ以上深入りするのは…。,,
0xddc58,32,みんな心配してるよ。連絡して…。,,
0xddc7c,32,わたしだって、怖いよ、死ぬほど。,,
0xddca0,32,（事件は解決したかに見えました）,,
0xddcc4,32,いろいろ怖いウワサがあるけど…。,,
0xddce8,32,入院したアリサが何か話したかも。,,
0xddd0c,32,ちょっとお高くとまってるけどね。,,
0xddd30,32,他の鏡は使えないから、貴重かも。,,
0xddd54,32,…先生、受け取ったことあります？,,
0xddd78,32,いるから、それ以上は広がらない。,,
0xddd9c,32,ええ、検索すればすぐ出てくるわ。,,
0xdddc0,32,でも、３階の音楽室との関係って？,,
0xddde4,32,（今…声が…いったいどこから…）,,
0xdde08,32,地図にある音楽室の方だと思う…。,,
0xdde2c,32,…でも、なんでわたしたちだけ…。,,
0xdde50,32,…でも、たしかに“神隠し”だよ。,,
0xdde74,32,どうして、ナナシがあたしたちを、,,
0xdde98,32,ナナシってさ、性格暗そうじゃん。,,
0xddebc,32,近い部屋から順番に調べていこう。,,
0xddee0,32,うーん…でも、…ちょっと不安が。,,
0xddf04,32,ナナシの真意はわからないけど…。,,
0xddf28,32,あんたのクラスのマサキとユウタ。,,
0xddf4c,32,ほら、旧校舎が死体置き場とか…。,,
0xddf70,32,文字化けは…呪われた証拠じゃ…。,,
0xddf94,32,あ、さっきの写真と同じじゃない？,,
0xddfb8,32,あの時…近くで声が聞こえたの…。,,
0xddfdc,32,ミョーに息苦しいし、蒸し暑いね。,,
0xde000,32,…あの時……鋭い視線を感じた…。,,
0xde024,32,わたしも…一時間も耐えられない。,,
0xde048,32,なにかを訴えるようなまなざしを。,,
0xde06c,32,まるで…時間が止まったみたい…。,,
0xde090,32,…わたし、２年１組のハヤカワ…。,,
0xde0b4,32,あながち、否定はできないかも…。,,
0xde0d8,32,あそこはちょっと違う気がする…。,,
0xde0fc,32,これもチェーンメールの呪いなの？,,
0xde120,32,…２時すぎ…、…ウシミツドキ…。,,
0xde144,32,メグミとカナを助けたいんでしょ？,,
0xde168,32,…さっきから、視線を感じるの…。,,
0xde18c,32,（たぶん正解は…合わせ鏡の方…）,,
0xde1b0,32,早くコックリさんを探さないと…。,,
0xde1d4,32,たしかに…この中に音が消えた…。,,
0xde1f8,32,さっきより、音が大きくなってる？,,
0xde21c,32,鏡の破片…これ、まだ使えそう…。,,
0xde240,32,あれ…この置き台…取っ手がある。,,
0xde264,32,（新校舎の屋上で倒れていました）,,
0xde288,32,保健室とか宿直室とかは調べたの？,,
0xde2ac,32,ごめんね、キモいなんて言って…。,,
0xde2d0,32,これ、蓄音機だよね、動くのかな？,,
0xde2f4,32,…ひょっとして…コックリさんの？,,
0xde318,32,あなたたちを陥れるための罠かも。,,
0xde33c,32,ケータイに…録音されたまんま…。,,
0xde360,32,たしかに着メロ、聞こえたのに…。,,
0xde384,32,たしか、恐怖の心霊写真特集とか。,,
0xde3a8,32,たぶんキツネの霊のせいだと思う。,,
0xde3cc,32,だからアリサだけ元に戻れたんだ。,,
0xde3f0,33,"…えっ…、廊下にいるの？
動物が？",,
0xde414,33,"なに…この胸騒ぎ…。
………はっ。",,
0xde438,33,"そう…。
なら、探すしかないわね。",,
0xde45c,33,"怖いよ、死ぬほど。
わたしだって。",,
0xde480,33,"前の学校の？
制服、目立ってんね。",,
0xde4a4,33,"そう…。
なら、探すしかないわね。",,
0xde4c8,33,"これ。
今日、図書室で調べたんだ。",,
0xde4ec,33,"これ。
今日、図書室で調べたんだ。",,
0xde510,33,"これ。
今日、図書室で調べたんだ。",,
0xde534,33,"内側でしょ。
ロックはずせないの？",,
0xde558,33,"内側でしょ。
ロックはずせないの？",,
0xde57c,33,"壊れてる…？
あたしもやってみる。",,
0xde5a0,33,"じゃあ、開けるよ。
３…２…１…。",,
0xde5c4,35,"この鳴き声…。
…なんかヘンだよ…。",,
0xde5e8,35,"すごい…重い空気…。
５分が限界ね。",,
0xde60c,35,"…人間が動物の鳴き声を
まねてる…。",,
0xde630,35,"…わたし、なんとなく
わかる気が…。",,
0xde654,35,"そこの教室から聞こえたんじゃ
ない？",,
0xde678,35,"…ケータイで助けを
求めようとして、",,
0xde69c,35,"地下じゃなくて、この階を
探そうよ。",,
0xde6c0,35,"昨日の夜、ヘンなメール
こなかった？",,
0xde6e4,35,"って、おばあちゃんが
言ってました。",,
0xde708,35,"ここにカナが寝てたら…
こわいよね。",,
0xde72c,35,"これは別に紫色に塗られて
ないけど。",,
0xde750,35,"さっき音楽室で
思い出したんだけど。",,
0xde774,35,"生まれることもあるから
気をつけて。",,
0xde798,35,"さっき音楽室で
思い出したんだけど。",,
0xde7bc,35,"先生が冬服までは、前ので
いいって。",,
0xde7e0,35,"さっき音楽室で
思い出したんだけど。",,
0xde804,35,"コックリさんの元となった
キツネが。",,
0xde828,35,"ナナシに選ばれても
メーワクなだけ。",,
0xde84c,35,"コックリさんしたこと
あるんだから。",,
0xde870,35,"今窓を割ったら、外の霊に
襲われる。",,
0xde894,35,"一緒にコックリさんして
くれたらね。",,
0xde8b8,35,"よかった。
じゃあ、秘密、教えるね。",,
0xde8dc,35,"３人でコックリさんしたこと
あるの。",,
0xde900,35,"私はトイレの鏡の破片を
拾ったけど、",,
